1浮躁世界,1,最近很少上国内的网站，域名记不住，体验又很差。姐刚刚收了两个域名，一个是huang.wang（不是.com），准备做一个超级吸睛的网站，希望大家支持；另一个是sicong.wang（也不是.com），这个囤在手中，坐等王思聪报价，大家觉得值多少？[二哈][二哈] ​​​
1浮躁世界,2,#NOW#.top域名正在直播，快来围观，点此进入>>http://t.cn/RXCTvNc ​​​【“雄安”域名遭抢注 网上售卖最高176万】与各路炒房客近日拥进雄安新区相应，雄安相关域名也在网络上遭遇抢注，为数不少的域名已经开始对外挂售。记者发现，xiongan.com要价高达176.4万，为所有域名中最高。 ​​​​ 雄安域名遭抢注.售卖价176万 ​​​雄安大开发了，机会无限  xaloan.net 雄安、西安 贷款 xionganhot.net 雄安热点 xionganforum.net 雄安论坛 xionganol.com.cn 雄安在线 ​​​猩猩也爱美女[花痴][花痴] 秒拍视频 . ​​​我发表了头条文章:《极品大米 你需要》 极品大米 你需要 ​​​蚂蚁会员欧洲杯我支持法国夺冠，快来加入一起拿百万现金！ http://t.cn/RIj46ey ​​​我分享了@新浪新闻 的文章 http://t.cn/RLgPzgD ​​​
二环大奇哥,1,年轻时不用急着「化妆打扮变美」，大多数人变好看不是靠衣服口红高跟鞋晚上不吃饭堆出来的。青春繁盛的年代，要趁着好奇心最旺盛记忆最好的日子去读书和创造，要在感情最充沛修复力最强的时候去拥抱和恋爱，心定了阅历有了，人会突然又自然地闪现出光芒，举重若轻，翩翩然，那是真美。 ​​​你要记得那些黑暗中默默抱紧你的人逗你笑的人陪你彻夜聊天的人坐车来看望你的人陪你哭过的人在医院陪你的人总是以你为重的人带着你四处飘荡的人说想念你的人是这些人构成了你生命中一点一滴的温暖是这些温暖使你远离阴霾是这些温暖使你成为善良的人 ​​​今天认识了一个非常励志的姑娘。念完书本来是去投行的。在投行干了半年觉得不行，工作累，位子少，没热情。决定转行去做保险经纪。没人支持，父母朋友男朋友都不支持。但是还是想做，拼了命也要做好让周围的人都服气。我问她：你没怀疑过自己不适合做这个？她说：没。我只怀疑过我是不是运气不 ​​​ 全文李宗盛《山丘》现场版：“越过山丘 才发现无人等候 喋喋不休 再也唤不回温柔”，始终是这么有味道，无愧灵魂歌者！思想聚焦的秒拍视频 ​​​一起旅游/吃遍世界/畅谈无阻/互相依偎/支持鼓励/自由理解/包容信任/共同成长 ​​​日本的一位麻麻，经常给宝宝cos成各种可爱角色去迪斯尼玩，而且不少服装都是自己手工做的。各种形态下的娃真是太激萌了，可爱到翻滚！ ​​​#北京事儿#【[心]】@阿门的门 ：下雨天儿，一只外出巡游的狗狗和它的车夫。 ​​​[10.9-10.15]大红星天蝎：木星进入命宫，整个人都站在时代的前端。未来很长一段时间生活会有突破，要巩固自信，争取机会。工作欣欣向荣，部分人会遇到对手，但越有竞争越能激发斗志，反而会用强大的能量来完成任务，率先冲过终点。要平衡好大局和细节，不要过分多疑丶焦躁。注意休息，留心健康。下半周 ​​​ 全文分享图片 法国 ​​​分享图片 ​​​
MagicCLAY,2,"53个长知识的实用类网站 ​​​有哪些能够改变人思维方式、提高效率的超强悍数据网站？ ​​​太像菩萨了，忍不住的停下来拍照[祈祷] 上海·三林镇 ​​​自我提升可用的80个网站 ​ ​​​​有哪些好玩且耐玩的手机游戏？ ​​​48条知乎神回复，针针见血。卧槽！看完整个人通透多了！ ​​​​【无论做什么，这18个定律你要懂】①蓝斯登原则：在你往上爬的时候，一定要保持梯子的整洁，否则你下来时可能会滑倒；②吉德林法则：把难题清清楚楚地写出来，便已经解决了一半；③刺猬理论：刺猬在天冷时彼此靠拢取暖，但保持一定距离，以免互相刺伤。更多↓↓18个定律，学习，思考。 ​​​爱上跑步，新手8周running计划 ​​​""你好 我就是传说中的幸运草莓 60S内转发我 会好运！""[草莓][草莓][草莓][草莓][草莓][草莓][草莓][草莓][草莓][草莓][草莓][草莓][草莓][草莓] ​​​“时长近70分钟，来自英国的专业老师以轻松、幽默的形式完整演绎英音发音全过程。需要的童鞋，建议马住收藏 ，慢慢学习，永不删除！http://t.cn/RGYXAE3 ​​​"
suuupermannn,3,因为你只为你愿和我一起看云淡风轻岁月神偷-金玟岐 ​​​completely exhausted  fuck ​​​encounter this special metro train again [色][色] 深圳·宝安体育中心 ​​​朝鲜7月4日试射洲际导弹之后，特朗普直言中美合作已到尽头。特朗普7月5日在社交网络推特称，“中国和朝鲜的贸易在第一季度增长了40%。中国和我们的合作到底为止（So much for China working with us）——但我们过去至少得试一试！”（图源：特朗普推特账号截图） ​​​WE THE FUTURE！ 深圳·前海企业公馆 ​​​TO LIVE A LIFE RATHER THAN BEING ALIVE 深圳·SISYPHE BOOKSTORE ​​​hey sisyphelong time no see 深圳·SISYPHE BOOKSTORE ​​​YOGA LIN全世界谁倾听你 ​​​Shining YOGA ​​​i fell in love with the girl trying my besti thought she was the world I've been seeking for天黑黑 ​​​
黑泽哀,1,【泪目！妻子去世4年，93岁老爷爷每天携亡妻照片共进午餐[心]】美国一位93岁老爷爷每天会携带着亡妻照片，在两人经常光顾的餐厅用餐，感动许多顾客。妻子4年前去世，两人结婚63年。老人每天扫墓，用深情一吻向亡妻诉说心意。“我对妻子的爱，远超任何人对他人的爱，她生前与我形影不离，现在也和我在一 ​​​ 全文分享图片 ​​​这个公益广告，刚发布不久，就已经火遍了美国的社交网络。四十秒处剧情急转，你绝对猜不到这是一个什么主题的公益广告[心] 秒拍视频 ​​​
輝夜丿Kaguya,1,我以后生了宝宝一定会好好教育 ​​​@有道考神四六级 @老师王菲 我今天报了四级全程3班，可不可以把已经开课的讲义放在群里？#有道考神四六级# 谢谢啦 ​​​秋季千日红妆容教程 ​​​​（Chic韩风） ​​​​天呐，不合适也只能忍痛割肉了[悲伤]可怜我巴心巴肝的，可怜我忠肝义胆的，可是那又什么用，毕竟我能掌控自己的爱情，而你是否也能？ ​​​[开心]一脚踹死我臭臭 ​​​夜幕坂道，盛放之樱。绚烂随风，华碟翩舞。寂空凛夜芬芳，对月清酌无言。思君念君千回转，往事尘烟。香瓣纷飞何相伴，愿为亡君醉方休。 ​​​#水逆退散# 好痛好痛好痛，好烦好烦好烦 ​​​#炉石传说#最新系列《冰封王座的骑士》已经上线，第一波卡组分享来了，大家好运 ​​​[微笑]脑壳有问题 ​​​#楚乔传# 玥公子今晚段子手附身了！ ​​​
月残73712,3,在昨日，你活的漂亮而鲜活，而春秋不易，岁月如歌。 三亚 ​​​金庸小说中的经典语录...#读书# #小说# ​​​三亚·三亚•皇家帝国学院[星星][星星][星星][星星][半星]，凌晨散场 曲终人不散 三亚·三亚•皇家帝国学院 ​​​三亚·三亚•皇家帝国学院[星星][星星][星星][星星][星星]，自在深山有远亲 三亚·三亚•皇家帝国学院 ​​​一位乌克兰的摄影师，还原了童话故事里的情节和人物，拍出了下面一组照片......童话里不都是骗人的，童话还是有可能照进现实的[心] ​​​​被遗弃的渔村 ​​​. ​​​“ 如果晚点相遇，   你刚好温柔，   我刚好成熟，   我们会不会走到最后？” #口袋文学# 秒拍视频 ​ ​​​感动！那些被中国军人圈粉的瞬间 丨摄影师 ​​​​【1149.02公斤！袁隆平团队超级杂交稻亩产创世界新纪录[赞]】15日，中国工程院院士袁隆平团队选育的超级杂交稻品种“湘两优900（超优千号）”，在河北省硅谷农科院超级杂交稻示范基地通过测产验收。平均亩产1149.02公斤，即每公顷17.2吨。创造了世界水稻单产的最新、最高纪录。1149.02公斤！超级杂交稻亩产创世界新纪录 ​​​驻马店[星星][星星][星星][星星]，天气真好，太阳真大，我想大雨。 驻马店 ​​​
张泽_DogThing,5,#My Boring Weekend Vlog 001# 卖 iPad 记史上最无聊的 Vlog... ... 张泽_DogThing的微博视频 ​​​可以，盒子丢了。  📍 北京  [白云]️ 多云 12ºC   http://t.cn/RWLEEGA #一闪Onetake# ​​​可以，盒子丢了。  📍 北京  [白云]️ 多云 12ºC   http://t.cn/RWLEEGA #一闪Onetake# ​​​睡到自然醒，然后去公司去加班。 ​​​【沪研究证冬虫夏草无抗癌功效】中国科学院上海植物生理生态研究所王成树课题组，昨日（19日）在国际著名杂志《细胞》的子刊《Cell Chemical Biology》上发表最新研究成果，宣布冬虫夏草中不含具抗癌功效的“喷司他丁”（Pentostatin），及由此生物合成产生的虫草素（Cordycepin）。研究又指出，虫草素 ​​​ 全文睡到自然醒，然后去公司去加班。 ​​​劝君更尽一杯酒哇。 ​​​拍了一张照片。  📍 北京  [月亮] 晴 14ºC   http://t.cn/RWzhPnH #一闪Onetake# ​​​十万粉活动第五波！这一波走量[笑而不语]之前我说过奖品数量很可能上百，这一波就有上百件奖品了！转发本条微博并关注我 10.26 下周四晚九点通过@微博抽奖平台 抽出以下奖品：1、由@Damon的Airpods 提供的 60 个 AirPods 保护套！6 种颜色每种颜色 10 个！我一直在用他家的 AirPods 保护套，尺寸非常 ​​​ 全文拍了一张照片。  📍 北京  [太阳]️ 晴 19ºC   http://t.cn/ROFc9jb #一闪Onetake# ​​​Steam 上年度版的巫师 3 只要 63 元，可以说不买不是中国人了。 ​​​
思雪欧尼耶,5,"刚开始微商被人说是传销[微风]后来又有人说全部都是骗人的逐渐到了现在微商才逐渐被人接受 思雪欧尼耶的秒拍视频 ​​​简洁的语言，简单的工作。恭喜宝宝做一单就赚了300元[鼓掌] [鼓掌] ​​​会员真实的反馈，只交一次钱.之后终身免费，何不试一试呢。 ​​​他是个91岁的农村孤寡老人，17年未添一件新衣，17年几乎未尝肉味，一个馒头都舍不得买，可正是这样一个""吝啬""的倔老头，却用拾荒和省吃俭用的7万多元钱慷慨地资助了全国100多个学生。他没进养老院得到的生活补贴也全捐给了学生。他叫刘盛兰。[心] ​​​有些人加我第一句话就是问要钱吗？我想告诉你: 是的是要钱的 ，但一份价值一分收获。你想不劳而获那我告诉你:不可能。有想法的人可以加我微信，咨询一下。 ​​​万事开头难[绿叶]有些人做几天赚不到钱就放弃了那我那么就的坚持在你眼中算什么[爱心][爱心][爱心][爱心] ​​​可能很多人觉得我是骗人的但我想告诉你 如果你被骗了 顶多骗个500元但是如果你没有敢拼的勇气 你可能一辈子都只能平平淡淡的度过为何不趁着好有时间拼一把呢？[爱心] [爱心] [爱心] ​​​人总要成长加入七团也许是你不错的选择[爱心] ​​​"
babybabett,3,为 Python 打 call，为 PHP 打 call，为 Go 打 call，为 Javascript 打 callback ... ​​​#有村架纯# 这段《ar》11月号的视频刷爆了日推！湿漉漉的头发和慵懒的笑容，村花的色气感太诱人了吧~[舔屏] 霓虹蛋奶酱的秒拍视频 ​​​看到苏式面竟然在所谓中国“十大面条”中榜上无名，怒传一碗前几天在苏州东吴面馆遭遇的香菇面，解解郁闷。不说面的细腻筋道，汤的甘醇鲜冽，光这面中的香菇，饱浸鲜汁，赤黑而浓香，虽为素食，绝不寡淡，隽永绕口，绵绵不绝。 ​​​朋友们，我想做一件事。请各位把本地优秀的宠物医生或医院，写在评论里。最好是自己亲自去过的，听说的也可以。希望这条微博可以让所有小可爱，都能在第一时间得到救治。也希望最好大家都用不到。格式:XX省XX市某某医生/某某医院，擅长什么病，详细地址。 ​​​这首诗送给大家！ ​​​@物语迪士尼disney 出自最完美的离婚[心碎]顺便安利一下，剧本身也很好看嗷[doge] ​​​@寒冬winter 你们连失足少女也不放过啊....[吃瓜] ​​​刚刚对面的程序员小哥哥怒对产品经理：最烦你这句话了，md产品都没上线什么叫“从用户的角度看？”用户呢？用户说啥了？！都是你说的…[doge][doge][doge]哈哈哈哈哈哈哈哈哈哈 ​​​睡前喷了好多 la vie est belle [月亮][月亮] ​​​Node.js Certified Developer (NCD) Program http://t.cn/ROVEsmC ​​​
哈克萨斯看小说,2,中国是一个假概念，这是远东散落的移民部落，数量千千万万，以家庭、家族、地缘和血缘为基本单位。这些利益孤岛之间从来没有共同的信仰和爱情，因此互相欺骗和掳掠成为人际关系的潜规则。（任不寐）任不寐：问答与回应：再见——2015年圣诞晚会上的致辞 ​​​commie或者更準確的說Lenin檔這種東西，實際上就是進步主義知識分子特別是後來的無神論者太多了之後產生的一個反向的清理者。沒有任何組織和秩序生產能力的知識分子在享受著教會等強組織體系保護下繁殖得太多了之後，漸漸地把他們自己享受的安全看成是理所當然的，然後逐步地首先走向世俗主義，然後走 ​​​ 全文【1990年中国的登记库存为80吨，到2005年前后基本消耗殆尽，大部分中国象牙企业面临倒闭。但在2006年象牙雕刻”及时地“入选了中国国家级非物质文化遗产名录，中国开始寻求象牙进口的途径，并最终于2009年以“传承象牙雕刻非物质文化遗产而非发展象牙产业”为由说服了《公约》委员会，同意中国购买南部 ​​​ 全文该微博因被多人举报，根据《微博社区管理规定》，已被删除。查看帮助：http://t.cn/Rfd14WY该微博因被多人举报，根据《微博社区管理规定》，已被删除。查看帮助：http://t.cn/Rfd14WY该微博因被多人举报，根据《微博社区管理规定》，已被删除。查看帮助：http://t.cn/Rfd14WY山东人是一种什么东西呢，你对他好，他觉得你怕他，他就对你坏。你对他坏，他就怕你，就对你好。 ​​​#人身攻击#举报上诉，我支持被举报人，你也赶快来参与吧。 查看详情：[人身攻击]@喝茶读书不争朝夕 举报@汪兆铭桑 ​​​祝你生日快乐 ​​​我免费围观了 @房地产门外汉 的回答，问题价值 88.00 元，快来一起免费围观~ 微博问答:对于宁波城市发展，人口导入，房价未来怎么看？涨幅会弱于杭州吗？现在只有杭州一半吧，差距会扩大还是持平？宁波市区房价投资价值怎样？类比全国什么城市。 ​​​
Liang_jyq,1,#有奖转发#【世界读书日，小高送Kindle！[礼物]】读书可以完善一个残缺的灵魂和滋养一个枯燥的心灵，#4.23世界读书日#来袭，小高送你更贴心的！即日起，转发本条微博并在评论区留言你今年想看的书，就有机会获得Kindle Paperwhite电子书阅读器1个！[舔屏] 世界读书日，小高送Kindle！ ​​​祝你生日快乐 ​​​【转发送CP手机】喜迎情人节，vivo X9Plus星空灰将于2月14日情人节开卖！我来送个情人节大礼，只要转发本微博并艾特你的(老婆、女朋友、基友……)即可，2月17日用@微博抽奖平台 抽送vivo X9Plus星空灰和vivo X9玫瑰金各一台！你和你艾特的那个人一人一台，共两台！爽不？快艾特并转发吧！ ​​​又到了纯福利时间，电影《诛心之同窗异梦》上映。我拿出5000元现金，抽50个朋友每人100元！再抽30个朋友每人1张爱奇艺VIP月卡！只要转发并说出影片第六分钟最后一句台词是什么，中奖的就可能是你！戳这看片：诛心之同窗异梦 ​​​邓先森《致我们那段青涩而天真的时光》第二弹[doge]邓先森DENG的秒拍视频 ​​​全中国人都被这个小孩感动了，这孩子长大了，一定成大器，祝你以后生活幸福！ http://t.cn/RqXCt3r ​​​【有点厉害】最后一个好赞啊！不看后悔！[微笑] ​​​抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV#宋佳的红包#一不小心又中奖了！(≖ ‿ ≖)✧我在宋佳 的红包中抽到了@滴滴出行 提供的“滴滴百元礼包”，好实在的礼物，让宝宝心情美丽一整天～宋佳 的红包 ​​​该微博因被多人举报，根据《微博社区管理规定》，已被删除。查看帮助：http://t.cn/Rfd14WY
橘亓大人,1,白天在图书馆犯困偷懒的后果是不得不牺牲晚上追剧看电影的娱乐时间🌚刷完今日份的习题一身轻～“是什么让您乳齿坚持今日事今日毕？”是因为 ​​​“一生只画一个女人”一直觉得为自己喜欢的人画幅画是件特浪漫的事情 ​​​晚上校学生会干事来宿舍发放关于断电意见的调查问卷，之后闲聊发现和学妹在几个主要的问题上竟然不约而同选了相同的选项，两个人都为这“蜜汁合拍”大笑起来。从一进大学的十人寝到后来的四人寝以及现在的寝室，不同的室友，神奇的是都相处得很好。可以开玩笑起小外号，从没发生矛盾没有争吵更没有网 ​​​ 全文不停止对美好的追求，要努力成为更好的人儿。你好哇，新的一岁[星光]🤗 ​​​等灯灯凳——你的好友更新了一条微博。 ​​​撸猫记🐈 ​​​有点压抑的一本书，发现看完书再看它的电影会有种奇妙的感觉。即使电影总是没有书好看，可还是喜欢追风筝的场景，还是心疼简单善良的哈桑，还是希望世界没有战争更加美好。看完满脑子都是那句“为你，千千万万遍”。很推荐~但不适合在晚上读🙁 ​​​傍晚七点，博鳌的海。嘿，好久不见呀～ 琼海 ​​​以前我以为自己是天秤座的时候，好多朋友觉得我是处女座。后来当我知道自己其实是处女座后，我就真的越来越像处女座了🙃 ​​​在论文堆和开题报告的准备中度过了心力交瘁的两星期，加上之前的定题，整个六月就是一个大写的忙[二哈]。接下来就是各种删删改改只希望不久的开题顺利就好[并不简单]#研一狗的期末日常# ​​​
长久的小屋,2,每个安慰你挂科算什么的人最后都默默拿了奖学金；每个夸你肥嘟嘟的脸好可爱的人最后都瘦成了万人迷；每个在你面前说自己前途渺茫的人最后都身家过亿。只有你在无知堕落里淬炼成一个SB。 ​​​别人帮你，那是情分，不帮你，那是本分。容不容得下是你的气度，能不能让你容下是我的本事 人是活给自己看的，不是他人的一句话就能左右自己，让自己活出潇洒自我。 #屌丝如何变男神# ​​​
青春heart万丈,9,"母親的電話[允悲][允悲]晚安 ​​​母親的電話[允悲][允悲]晚安 ​​​【蓝媒看点】今晚20:30,21:40浙江卫视播出的#中华好故事#中有一位特别的讲述者，他以“河森堡”这一网名被人熟知。他是国家博物馆的讲解员，他自创了故事化的讲解模式，让讲解不再枯燥，而且还坚持发表科普类的文章。他是个坚守着自己对文化的兴趣和理解的80后，正在为了传递更多的文化知识而努力着。 ​​​背这儿破东东了，歇歇就找货发宝贝，有点累 眼睛疼，，，，[微笑][微笑] ​​​【纪录片.Ch4.家里有头熊.我的超大宠物：一吨野牛.Bear.About.the.House.Living.with.My.Supersized.Pet.2017】英国宠物数量达5千万以上，但对于一些人来说汪星人喵星人太过普通。很多人以凶猛动物为伴，一起生活，一起进餐，一起嬉戏。本片讲述超码宠物，7英尺高的熊，9英尺长的鳄鱼。B站英字在线： ​​​ 全文【厉害了！中国发射一枚超级卫星 以后哪里都可以高速上网】你是不是经常都对着手机电脑灰色的信号格望“网”兴叹？而这一切都将成为过去！中国在西昌卫星发射中心成功发射实践十三号卫星，卫星完成在轨试验后被命名为中星16号。这是我国首颗高通量通信卫星，通信总容量超过20G。这项技术的突破，意味着 ​​​ 全文【厉害了！中国发射一枚超级卫星 以后哪里都可以高速上网】你是不是经常都对着手机电脑灰色的信号格望“网”兴叹？而这一切都将成为过去！中国在西昌卫星发射中心成功发射实践十三号卫星，卫星完成在轨试验后被命名为中星16号。这是我国首颗高通量通信卫星，通信总容量超过20G。这项技术的突破，意味着 ​​​ 全文+Heather Mahler ​​​给大家欣赏下我的豪宅[doge]       Instagram：haruharu040777 ​​​从商贩到夜间小巷，摄影师RK用iPhone记录下的一个充满生活气息的东京 ​​​"
yu258347,9,贵在真诚[微笑] ​​​[喇叭] 真爱[心]起来别睡了[喇叭] 你不能抛下我先睡[拍卖] [拍卖] [剪刀] [打针] 🏹  [喇叭] 快点！起~~~[微笑] ​​​凌晨4点起来点赞一定是真爱[心][心] ​​​【俩胖大叔用肚皮模拟声音很逼真，全场笑得前仰后合[笑cry]】两日本男生表演用肚皮做花式音效：水滴滴到水面上的声音、拔木塞声和海豚哭泣声，声音极其逼真还很搞笑，两人把评委和观众逗得前仰后合。大肚子男生的春天到了吗？[偷笑] 时差视频的秒拍视频 ​​​【俩胖大叔用肚皮模拟声音很逼真，全场笑得前仰后合[笑cry]】两日本男生表演用肚皮做花式音效：水滴滴到水面上的声音、拔木塞声和海豚哭泣声，声音极其逼真还很搞笑，两人把评委和观众逗得前仰后合。大肚子男生的春天到了吗？[偷笑] 时差视频的秒拍视频 ​​​就说二货你的日常吧 🙊 ​​​我们来聊聊天吧~ ​​​你要是不对我摆架子你说得你是不是得帅成不要不要的样子了呢~[心] ​​​梦露在人群，1960，来自摄影师Burt Glinn ​​​
呱呱叫的哆咪,3,孔明灯:    又叫天灯，俗称许愿灯，又称祈天灯。是一种古老的中国手工艺品，在古代多做军事用途。现代人放孔明灯多作为祈福 之用。男女老少亲手写下祝福的心愿，象征丰收成功，幸福年年。一般在元宵节，中秋节等重大节日施放。    相传五代（公元907～960）时，有一名叫莘七娘的女子，随丈夫在福建打 ​​​ 全文哆咪的娱乐天地…… 酒泉·南苑 ​​​这小傻狗也太可爱了吧| ˘•ω•˘ )… #谜之微笑# #搞笑# #项羽爱虾说# 项羽爱虾说的秒拍视频 ​​​抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV手撕鬼子的资源找到了，看一次笑一次，不愧是抗日神剧！[允悲]（cr.邓先森）二战那些事的秒拍视频 ​​​OPPO vivo  在线下真是豁出去了[跪了][跪了] 翁安神的秒拍视频 ​ ​​​国外几个知名的DJ，在现场恶搞粉丝，嗨到一半的时候画风突变[笑cry]#搞笑视频榜# 奶罩都笑了的秒拍视频 ​​​2017年法定节假日已过完，剩下的日子只能吃狗粮了[二哈] ​​​应该努力地去生活对过往闭口不提是好是坏皆为经历 ​​​9个实用简单的小动作保护腰椎，平常在家多做做，远离脊椎痛、腰椎痛！ ​​​​ ​​​​
yvette_jing,3,【发胖前的十个信号】1、发现只有一条合身的裤子；2、开始感觉自己邋遢。3、已有一个月没有测量体重；4、赘肉凸现；5、看电视的时候吃零食；6、两周都没想到运动；7、经常口渴；8、开始出现便秘；9、拒绝吃主食；10、不再提前计划自己的饮食。 ​​​【心理箴言】人生最大的修养既不是懦弱也不是忍让，而是察人之难，补人之短，扬人之长，谅人之过，而不会嫉人之才，鄙人之能，讽人之缺，责人之误。包容是肯定自己也承认他人，是一种善待生活，善待别人的境界。 ​​​女人没有安全感，不是你没有钱，而是从你身上看不到希望～～ ​​​某帖子问道：“假如变成了隐形人，你想做的第一件事情是什么？” 在众多的回复中有这么一条：“在闹市街上放100元，谁捡我就踩谁的手。” ​​​寂寞的夜晚，一壶清茶，一些想念，伴着我静静地凝视着漫漫苍穹，我扪心自问，为何你对我忽冷忽热，忽远又忽近呢，我寻不得答案，也许是我不够优秀，也许是我做得不够，也许是我命中注定，你我缘浅.  我在这里：  徐州·上海餐厅 ​​​【香辣鳗鱼】1.鳗鱼去掉大骨头，切小段，用5g盐和料酒腌15分钟，控干；2.鳗鱼表面蘸上干淀粉；3.辣椒碎、孜然碎、盐3g、白芝麻混合均匀；4.鳗鱼入锅炸；5.炸到表面金黄；6.锅内留底油，炒炸过的鳗鱼，把3中配好的调味料撒入，翻炒均匀。 ​​​不要轻易去爱，更不要轻易去恨，努力让自己活得轻松些，让青春多留下些潇洒的印痕。你是快乐的，因为你很单纯，你是迷人的，因为你有一颗宽容的心，你会幸福的，因为你懂得宽容。 ​​​天空飘来八个字，七夕算什么玩意儿，不是一人过，就是两人过！ ​​​【装傻乎乎手段最高明的星座】第一名:双鱼座；第二名:摩羯座；第三名:双子座；第四名:处女座；第五名:狮子座。【最没事业心的星座】第一名:金牛座；第二名:天秤座；第三名:水瓶座；第四名:巨蟹座；第五名：射手座。 ​​​一哥们说了，要追某个女人之前，要搞清楚对方有没有男朋友的最简单的方法是，观察她的膝盖一段时间，看看是否有淤青．．．． ​​​
Tzwd_涛总,1,8.0t  w型16缸 四涡轮增压发动机。 ​​​#NBA球员势力榜# 我已为KevinDurant投票！快来为你喜爱的球星提高排名吧！球员势力榜 ​​​神经衰弱。 ​​​
